date,market,1d_ta,7d_ta,30d_ta
2022-03-16,DAI aave_v2,2.8532760334190983,2.849201240021094,3.272580290549751
2022-03-15,DAI aave_v2,2.839676506644017,2.8497438595413023,3.29393461408936
2022-03-14,DAI aave_v2,2.842015490934549,2.8524953079933106,3.3157324518751903
2022-03-13,DAI aave_v2,2.848853445125147,2.860179376129094,3.337437238735016
2022-03-12,DAI aave_v2,2.854675652663321,2.9426581190602956,3.3590147644593977
2022-03-11,DAI aave_v2,2.8498694065643635,3.024472534767079,3.3812687807860238
2022-03-10,DAI aave_v2,2.856042144797163,3.1097416206301225,3.4026985023635743
2022-03-09,DAI aave_v2,2.8570743700605536,3.197975546902295,3.424204943045411
2022-03-08,DAI aave_v2,2.858936645808078,3.2905021460446515,3.453394852649757
2022-03-07,DAI aave_v2,2.8958039678850316,3.3820059516164,3.4830190595420807
2022-03-06,DAI aave_v2,3.4262046456435593,3.4628860548120084,3.5113382344560033
2022-03-05,DAI aave_v2,3.427376562610804,3.467694496859024,3.521893835995332
2022-03-04,DAI aave_v2,3.4467530076056674,3.473016347451495,3.5325268753822754
2022-03-03,DAI aave_v2,3.4736796287023703,3.4774562669445346,3.542648851687026
2022-03-02,DAI aave_v2,3.504760564057049,3.480340688952748,3.551958707797623
2022-03-01,DAI aave_v2,3.499463284810316,3.4781754983450046,3.559944452777639
2022-02-28,DAI aave_v2,3.461964690254291,3.4772052611593405,3.5683552255033004
2022-02-27,DAI aave_v2,3.4598637399726693,3.4821350861528035,3.5778951469110623
2022-02-26,DAI aave_v2,3.4646295167581016,3.4869235075956846,3.5876240437554534
2022-02-25,DAI aave_v2,3.4778324440569444,3.4926984418971228,3.5970216086148743
2022-02-24,DAI aave_v2,3.493870582759864,3.495934547974702,3.6059706474284448
2022-02-23,DAI aave_v2,3.489604229802847,3.497173174492744,3.614833924479627
2022-02-22,DAI aave_v2,3.4926716245106646,3.499072500273501,3.6285994801713346
2022-02-21,DAI aave_v2,3.4964734652085334,3.500358647292294,3.642400613324082
2022-02-20,DAI aave_v2,3.493382690072838,3.4999918293492707,3.6559427722233866
2022-02-19,DAI aave_v2,3.5050540568681687,3.5000245365129983,3.6695432394705145
2022-02-18,DAI aave_v2,3.5004851866,3.4983252564931626,3.683161770156839
2022-02-17,DAI aave_v2,3.502540968386156,3.4977101179583894,3.6961558106862715
2022-02-16,DAI aave_v2,3.502899510268145,3.500532285683525,3.7090551421775126
2022-02-15,DAI aave_v2,3.5016746536422154,3.4990839347724885,3.7221610685754443
2022-02-14,DAI aave_v2,3.4939057396073725,3.49902117928821,3.7356904567883893
2022-02-13,DAI aave_v2,3.4936116402189294,3.5331448819430036,3.7492761081175843
2022-02-12,DAI aave_v2,3.4931590967293187,3.5694379122799824,3.763012913874352
2022-02-11,DAI aave_v2,3.4961792168565875,3.605469357790467,3.7764059079015055
2022-02-10,DAI aave_v2,3.522296142462108,3.64071128278573,3.790258377488003
2022-02-09,DAI aave_v2,3.4927610538908866,3.6727215116081573,3.80296615593215
2022-02-08,DAI aave_v2,3.501235365252267,3.709528832016344,3.816968203755501
2022-02-07,DAI aave_v2,3.732771658190926,3.745491681554631,3.8302630695128954
2022-02-06,DAI aave_v2,3.747662852577782,3.7471432894498595,3.8353582128988744
2022-02-05,DAI aave_v2,3.745379215302711,3.747732377164486,3.8403222220295334
2022-02-04,DAI aave_v2,3.742872691823429,3.74812996533369,3.8453437694651478
2022-02-03,DAI aave_v2,3.7463677442191003,3.7493953872595442,3.8509033261232237
